Time [ps]	320.2 nm	325.3 nm	330.1 nm	335.2 nm	340.3 nm	345.1 nm	350.2 nm	355.3 nm	360.4 nm	365.3 nm	370.4 nm	375.5 nm	380.4 nm	385.5 nm	390.7 nm	407.6 nm	412.7 nm	417.9 nm	422.8 nm	428.0 nm	433.2 nm	438.4 nm	443.3 nm	448.5 nm	453.7 nm	458.6 nm	463.8 nm	469.0 nm	473.9 nm	479.2 nm	484.4 nm	489.3 nm	494.6 nm	499.8 nm	505.1 nm	510.0 nm	515.3 nm	520.5 nm	525.5 nm	530.8 nm	536.1 nm	541.0 nm	546.3 nm	551.6 nm	556.6 nm	561.9 nm	567.2 nm	572.5 nm	577.5 nm	582.9 nm	588.2 nm	593.2 nm	598.5 nm	603.9 nm	608.9 nm	614.3 nm	619.6 nm	624.7 nm	630.0 nm	635.4 nm	640.7 nm	645.8 nm	651.2 nm	656.6 nm	661.7 nm	667.0 nm	672.4 nm	677.5 nm	682.9 nm	688.3 nm	693.5 nm	698.9 nm	704.3 nm
9.0000000	0.0011522	0.0021088	0.0030286	0.0033428	0.0035390	0.0032338	0.0035406	0.0035804	0.0035459	0.0035610	0.0032582	0.0031268	0.0027200	0.0021404	0.0007967	-0.0013711	-0.0019951	-0.0020055	-0.0017373	-0.0012816	-0.0009148	-0.0006851	-0.0001316	0.0006734	0.0012448	0.0014188	0.0011723	0.0006581	-0.0000254	-0.0007426	-0.0014565	-0.0022217	-0.0030377	-0.0039935	-0.0046856	-0.0049087	-0.0046088	-0.0042319	-0.0039178	-0.0036181	-0.0033774	-0.0030781	-0.0026647	-0.0024301	-0.0020540	-0.0018530	-0.0016004	-0.0015002	-0.0012083	-0.0010737	-0.0009650	-0.0007442	-0.0005503	-0.0005722	-0.0005083	-0.0003278	-0.0001702	-0.0001470	-0.0000477	0.0000562	-0.0000028	0.0001152	0.0000881	0.0000824	0.0000994	0.0001062	0.0000937	0.0001549	0.0000461	0.0001170	0.0001514	-0.0000183	0.0003038
9.2500000	0.0017419	0.0022004	0.0029068	0.0034686	0.0036846	0.0033074	0.0034581	0.0036516	0.0037170	0.0036141	0.0034477	0.0033554	0.0028664	0.0021886	0.0013171	-0.0012231	-0.0016262	-0.0017648	-0.0014634	-0.0011681	-0.0008528	-0.0006184	-0.0000743	0.0006050	0.0011698	0.0013651	0.0010528	0.0005659	-0.0000997	-0.0007647	-0.0014571	-0.0022629	-0.0030375	-0.0039586	-0.0046215	-0.0048003	-0.0045439	-0.0041009	-0.0038598	-0.0035836	-0.0033873	-0.0031209	-0.0026141	-0.0024748	-0.0021743	-0.0019448	-0.0016922	-0.0015315	-0.0013006	-0.0012161	-0.0011071	-0.0009471	-0.0006994	-0.0006738	-0.0006302	-0.0004852	-0.0004237	-0.0004324	-0.0002928	-0.0003107	-0.0001322	-0.0001706	-0.0001854	-0.0002903	-0.0003694	-0.0002772	-0.0000350	-0.0001105	-0.0001320	-0.0000206	0.0001244	0.0000920	-0.0001635
9.5000000	0.0015554	0.0025440	0.0030002	0.0032759	0.0035220	0.0032241	0.0034572	0.0035099	0.0036011	0.0034876	0.0034974	0.0032047	0.0027876	0.0020508	0.0009500	-0.0013673	-0.0018898	-0.0022291	-0.0016545	-0.0015167	-0.0011866	-0.0009473	-0.0003019	0.0003628	0.0009447	0.0010883	0.0008481	0.0003897	-0.0001892	-0.0009321	-0.0015529	-0.0023485	-0.0030552	-0.0039155	-0.0046715	-0.0048052	-0.0045128	-0.0040845	-0.0038820	-0.0036033	-0.0033584	-0.0031047	-0.0026556	-0.0025244	-0.0021455	-0.0020249	-0.0017322	-0.0014774	-0.0013517	-0.0011976	-0.0010304	-0.0009027	-0.0007697	-0.0006047	-0.0006292	-0.0004098	-0.0004424	-0.0003472	-0.0003969	-0.0002643	-0.0002612	-0.0002116	-0.0000823	-0.0000952	-0.0001419	-0.0001617	-0.0000014	0.0000152	-0.0000385	-0.0000596	0.0000308	0.0000459	-0.0000370
9.7500000	0.0012716	0.0021771	0.0027290	0.0033428	0.0032830	0.0031214	0.0033524	0.0034410	0.0034864	0.0033488	0.0031772	0.0031275	0.0028138	0.0021400	0.0008916	-0.0012652	-0.0017206	-0.0019266	-0.0016535	-0.0013597	-0.0010435	-0.0009288	-0.0003767	0.0004341	0.0009217	0.0010319	0.0009061	0.0003934	-0.0001874	-0.0009220	-0.0015619	-0.0024054	-0.0030358	-0.0038551	-0.0046328	-0.0047937	-0.0045183	-0.0041126	-0.0038624	-0.0035991	-0.0033419	-0.0030564	-0.0027603	-0.0025419	-0.0022033	-0.0019857	-0.0018075	-0.0015775	-0.0013958	-0.0012660	-0.0011303	-0.0009904	-0.0008186	-0.0006673	-0.0007174	-0.0006580	-0.0004631	-0.0005684	-0.0003745	-0.0003106	-0.0002413	-0.0002279	-0.0003437	-0.0003720	-0.0002759	-0.0004548	-0.0004571	-0.0005867	-0.0005837	-0.0005653	-0.0007241	-0.0010641	-0.0005405
10.0000000	0.0012863	0.0021836	0.0028621	0.0031662	0.0031613	0.0031566	0.0033335	0.0035252	0.0036177	0.0034962	0.0033398	0.0033438	0.0028753	0.0022661	0.0009984	-0.0014295	-0.0019314	-0.0019652	-0.0016324	-0.0013325	-0.0010314	-0.0009089	-0.0003853	0.0004286	0.0009226	0.0010269	0.0008814	0.0003320	-0.0002752	-0.0009372	-0.0015897	-0.0024487	-0.0030493	-0.0038280	-0.0045588	-0.0047188	-0.0044486	-0.0040519	-0.0037641	-0.0035123	-0.0032712	-0.0029669	-0.0026970	-0.0024483	-0.0021429	-0.0018752	-0.0017014	-0.0015023	-0.0013124	-0.0011873	-0.0010405	-0.0009120	-0.0007133	-0.0006130	-0.0006116	-0.0005476	-0.0003498	-0.0004457	-0.0002389	-0.0001876	-0.0001219	-0.0001178	-0.0002124	-0.0002328	-0.0001625	-0.0003066	-0.0003299	-0.0004374	-0.0004739	-0.0004268	-0.0005642	-0.0008450	-0.0003864
11.0000000	0.0012545	0.0022113	0.0026426	0.0030354	0.0030511	0.0029693	0.0033494	0.0033031	0.0033457	0.0034454	0.0034106	0.0034562	0.0031262	0.0026293	0.0012538	-0.0005706	-0.0012652	-0.0013889	-0.0012735	-0.0010115	-0.0007996	-0.0006805	-0.0001690	0.0005250	0.0010644	0.0012076	0.0009241	0.0005888	0.0000313	-0.0005992	-0.0012517	-0.0019949	-0.0026761	-0.0033860	-0.0040390	-0.0041118	-0.0038264	-0.0035443	-0.0032681	-0.0030167	-0.0028297	-0.0025615	-0.0022220	-0.0020053	-0.0017218	-0.0014775	-0.0012003	-0.0010630	-0.0009755	-0.0008328	-0.0006342	-0.0005625	-0.0003351	-0.0003910	-0.0002311	-0.0000732	-0.0000098	-0.0000070	0.0000939	0.0001329	0.0001492	0.0001528	0.0001855	0.0001228	0.0001275	0.0000865	0.0000509	0.0000528	-0.0000811	0.0000223	-0.0000656	-0.0001296	0.0000083
12.0000000	0.0012441	0.0020482	0.0025053	0.0028992	0.0030264	0.0028676	0.0030242	0.0034209	0.0034407	0.0035777	0.0033225	0.0033768	0.0030787	0.0025466	0.0014384	-0.0006521	-0.0012825	-0.0014869	-0.0014063	-0.0011909	-0.0010824	-0.0008888	-0.0005233	0.0001101	0.0005468	0.0008141	0.0006274	0.0002337	-0.0003086	-0.0008922	-0.0014588	-0.0021863	-0.0028623	-0.0034789	-0.0039276	-0.0039643	-0.0037415	-0.0034491	-0.0032259	-0.0029791	-0.0028014	-0.0025756	-0.0021935	-0.0020614	-0.0017103	-0.0015465	-0.0013902	-0.0011207	-0.0011486	-0.0009556	-0.0008134	-0.0006711	-0.0004809	-0.0004656	-0.0003940	-0.0002707	-0.0002058	-0.0002559	-0.0002355	-0.0001586	-0.0001781	-0.0000960	-0.0000496	-0.0002398	-0.0001344	-0.0002128	-0.0001344	-0.0000033	0.0000179	0.0000736	-0.0000327	0.0000356	-0.0001083
13.0000000	0.0014786	0.0018335	0.0024165	0.0026075	0.0028738	0.0026670	0.0029769	0.0030751	0.0031682	0.0033703	0.0032992	0.0033963	0.0030811	0.0026775	0.0013583	-0.0005819	-0.0011957	-0.0013746	-0.0012252	-0.0010613	-0.0010168	-0.0008401	-0.0004267	0.0002053	0.0005176	0.0008363	0.0006508	0.0003030	-0.0002073	-0.0008278	-0.0014111	-0.0020901	-0.0027329	-0.0033601	-0.0037570	-0.0037924	-0.0035775	-0.0032631	-0.0029867	-0.0028285	-0.0026188	-0.0023432	-0.0019215	-0.0018275	-0.0015302	-0.0013871	-0.0011289	-0.0009491	-0.0009776	-0.0007085	-0.0005635	-0.0004823	-0.0003495	-0.0003062	-0.0001878	-0.0001039	-0.0000271	-0.0000237	0.0000300	0.0001429	0.0000342	0.0001270	0.0001490	0.0001119	0.0000106	-0.0000854	-0.0000903	0.0000098	0.0000294	0.0000340	-0.0000507	-0.0001053	0.0000513
14.0000000	0.0013331	0.0018692	0.0025675	0.0024482	0.0025986	0.0026570	0.0028622	0.0030416	0.0032490	0.0034238	0.0033614	0.0033713	0.0031865	0.0026819	0.0015207	-0.0005427	-0.0011216	-0.0013675	-0.0013683	-0.0011438	-0.0009705	-0.0009274	-0.0005686	0.0000776	0.0003965	0.0005332	0.0004794	0.0001104	-0.0002601	-0.0009570	-0.0015620	-0.0021554	-0.0027893	-0.0032485	-0.0036297	-0.0035964	-0.0034785	-0.0031054	-0.0028565	-0.0027478	-0.0025169	-0.0022799	-0.0019660	-0.0017223	-0.0015323	-0.0013771	-0.0012335	-0.0010232	-0.0009936	-0.0007724	-0.0006759	-0.0006094	-0.0005617	-0.0004159	-0.0004078	-0.0002355	-0.0002394	-0.0002370	-0.0001309	-0.0000429	-0.0000983	0.0000204	-0.0000274	-0.0001429	-0.0000314	-0.0003145	-0.0001475	-0.0001000	-0.0001045	-0.0002003	-0.0002082	-0.0003144	-0.0000856
15.0000000	0.0009071	0.0015487	0.0019859	0.0024651	0.0026766	0.0024501	0.0029266	0.0028928	0.0030619	0.0033200	0.0032832	0.0033850	0.0032394	0.0027506	0.0017727	-0.0001902	-0.0008561	-0.0010934	-0.0010682	-0.0009925	-0.0008851	-0.0008034	-0.0004845	0.0000696	0.0004674	0.0006862	0.0006007	0.0002047	-0.0001882	-0.0008401	-0.0014024	-0.0021218	-0.0025953	-0.0030412	-0.0033840	-0.0034365	-0.0031853	-0.0029471	-0.0026615	-0.0025227	-0.0024497	-0.0021867	-0.0018129	-0.0015860	-0.0013745	-0.0011271	-0.0010739	-0.0008679	-0.0007939	-0.0006413	-0.0006250	-0.0004613	-0.0003152	-0.0002399	-0.0001959	-0.0000735	-0.0001729	-0.0000321	0.0000928	0.0001598	0.0001360	0.0002231	0.0002212	0.0000804	0.0001259	0.0000695	0.0001026	0.0001024	0.0000987	0.0000446	-0.0000256	-0.0000289	0.0000943
16.0000000	0.0010373	0.0014448	0.0020382	0.0024000	0.0024680	0.0021919	0.0027654	0.0029854	0.0030014	0.0031392	0.0031636	0.0030799	0.0030135	0.0025192	0.0017776	-0.0001970	-0.0009722	-0.0011161	-0.0011465	-0.0010287	-0.0008116	-0.0008934	-0.0005294	-0.0001073	0.0003587	0.0005542	0.0004092	0.0000398	-0.0003982	-0.0010137	-0.0014964	-0.0020950	-0.0026452	-0.0031632	-0.0033616	-0.0033549	-0.0032170	-0.0028843	-0.0026752	-0.0025708	-0.0024124	-0.0022243	-0.0017940	-0.0016849	-0.0014455	-0.0011948	-0.0011905	-0.0009442	-0.0008275	-0.0007690	-0.0006545	-0.0005784	-0.0004462	-0.0002758	-0.0002967	-0.0002290	-0.0001437	-0.0001732	0.0000683	-0.0000054	0.0000101	0.0000542	0.0000698	-0.0000117	-0.0000623	-0.0001272	-0.0001544	-0.0000014	-0.0000706	-0.0000845	-0.0000478	-0.0001585	-0.0000069
17.0000000	0.0011760	0.0015637	0.0019080	0.0020827	0.0024924	0.0022518	0.0027952	0.0029928	0.0030061	0.0032647	0.0033718	0.0033921	0.0033068	0.0026678	0.0018213	-0.0000004	-0.0006812	-0.0010804	-0.0010390	-0.0010710	-0.0008596	-0.0008417	-0.0004603	-0.0000630	0.0002946	0.0005933	0.0004554	0.0001737	-0.0002642	-0.0008709	-0.0014010	-0.0019833	-0.0025620	-0.0029204	-0.0031561	-0.0031138	-0.0029506	-0.0026810	-0.0024876	-0.0023279	-0.0021406	-0.0019826	-0.0015298	-0.0014568	-0.0012271	-0.0010724	-0.0009674	-0.0007649	-0.0006963	-0.0005025	-0.0004256	-0.0002618	-0.0002253	-0.0001294	-0.0001080	0.0000442	0.0000849	-0.0000059	0.0002472	0.0001707	0.0002157	0.0003116	0.0002030	0.0002032	0.0002955	0.0001788	0.0003063	0.0004308	0.0003672	0.0002963	0.0004703	0.0003617	0.0003433
18.0000000	0.0006461	0.0015521	0.0020404	0.0021627	0.0024861	0.0023802	0.0027701	0.0031004	0.0032409	0.0032417	0.0033584	0.0035692	0.0032096	0.0028946	0.0021246	0.0001992	-0.0003346	-0.0007979	-0.0007199	-0.0007395	-0.0007526	-0.0006667	-0.0002634	0.0001069	0.0003614	0.0006923	0.0005402	0.0003254	-0.0000093	-0.0005805	-0.0011454	-0.0017522	-0.0021954	-0.0027315	-0.0027784	-0.0027572	-0.0025041	-0.0022897	-0.0021682	-0.0019387	-0.0017594	-0.0016321	-0.0012603	-0.0010821	-0.0009434	-0.0007902	-0.0006116	-0.0005966	-0.0004293	-0.0002918	-0.0002622	-0.0000059	0.0000505	0.0000356	0.0000504	0.0002141	0.0001121	0.0001543	0.0002137	0.0002541	0.0001458	0.0002863	0.0002579	0.0002735	0.0003544	0.0003388	0.0004255	0.0005913	0.0005280	0.0004281	0.0005512	0.0004948	0.0003707
19.0000000	0.0007760	0.0015109	0.0017438	0.0020992	0.0022771	0.0021777	0.0026682	0.0026842	0.0029519	0.0030379	0.0030997	0.0031642	0.0031081	0.0028290	0.0017104	-0.0001527	-0.0006365	-0.0009609	-0.0009973	-0.0009008	-0.0009045	-0.0009040	-0.0004839	-0.0001350	0.0001429	0.0003568	0.0002470	-0.0000023	-0.0004536	-0.0009868	-0.0014937	-0.0020958	-0.0025601	-0.0028868	-0.0031218	-0.0030615	-0.0027728	-0.0026072	-0.0024848	-0.0022974	-0.0021058	-0.0018991	-0.0015606	-0.0014056	-0.0011894	-0.0011239	-0.0008815	-0.0009013	-0.0006835	-0.0006006	-0.0005643	-0.0003935	-0.0003712	-0.0003635	-0.0002270	-0.0001177	-0.0001509	-0.0001276	0.0000255	0.0000112	-0.0000455	0.0000423	0.0000133	0.0000309	-0.0000604	0.0000303	-0.0000333	0.0000976	0.0001368	0.0000894	0.0002576	0.0001278	0.0001744
20.0000000	0.0012751	0.0015014	0.0016451	0.0022316	0.0022225	0.0021156	0.0025051	0.0027643	0.0030681	0.0031657	0.0031336	0.0033217	0.0031655	0.0027078	0.0016417	-0.0001257	-0.0005962	-0.0010173	-0.0010051	-0.0009673	-0.0010353	-0.0009298	-0.0007068	-0.0002697	0.0000365	0.0001926	0.0002213	-0.0001576	-0.0005116	-0.0011452	-0.0016600	-0.0022521	-0.0026748	-0.0029733	-0.0031851	-0.0031175	-0.0028644	-0.0026120	-0.0025119	-0.0023428	-0.0021519	-0.0019592	-0.0016383	-0.0014969	-0.0012181	-0.0012013	-0.0009768	-0.0008892	-0.0007324	-0.0006268	-0.0005728	-0.0004437	-0.0003098	-0.0003125	-0.0002320	-0.0001307	-0.0000833	-0.0000811	-0.0001073	-0.0000127	-0.0001507	-0.0000587	-0.0000455	-0.0000210	-0.0000638	-0.0001113	-0.0001208	0.0001764	0.0001259	0.0000396	0.0001802	0.0002436	0.0002531
21.0000000	0.0010404	0.0012326	0.0017570	0.0017522	0.0021605	0.0018396	0.0022529	0.0022140	0.0024580	0.0028189	0.0025731	0.0029125	0.0027567	0.0025844	0.0013581	-0.0003362	-0.0006050	-0.0009170	-0.0010118	-0.0010084	-0.0008458	-0.0008752	-0.0006223	-0.0001832	0.0001240	0.0002669	0.0001778	-0.0001188	-0.0005155	-0.0010578	-0.0015293	-0.0021584	-0.0026234	-0.0028380	-0.0030845	-0.0029483	-0.0027644	-0.0026359	-0.0024570	-0.0022091	-0.0021127	-0.0019339	-0.0015041	-0.0014671	-0.0013060	-0.0011490	-0.0009600	-0.0008230	-0.0007369	-0.0005636	-0.0004697	-0.0003695	-0.0002285	-0.0001369	-0.0001726	-0.0000378	0.0001445	-0.0000156	0.0000870	0.0002059	0.0000822	0.0002012	0.0002159	0.0000743	0.0000731	0.0000353	0.0000636	0.0002323	0.0001368	0.0002680	0.0003371	0.0003321	0.0004996
22.0000000	0.0009306	0.0015399	0.0018781	0.0021499	0.0024157	0.0023324	0.0025471	0.0027947	0.0029597	0.0031129	0.0031058	0.0032104	0.0030706	0.0025275	0.0013958	-0.0000827	-0.0005556	-0.0008900	-0.0009495	-0.0009850	-0.0007581	-0.0007322	-0.0003916	-0.0000305	0.0003696	0.0003965	0.0004122	0.0000654	-0.0003616	-0.0008576	-0.0014298	-0.0020503	-0.0025256	-0.0028473	-0.0030478	-0.0029938	-0.0027830	-0.0025782	-0.0024076	-0.0022156	-0.0021654	-0.0019132	-0.0015775	-0.0013575	-0.0012379	-0.0011412	-0.0010092	-0.0008824	-0.0008207	-0.0007672	-0.0005379	-0.0005316	-0.0003470	-0.0003711	-0.0003663	-0.0001993	-0.0001751	-0.0001888	-0.0001856	-0.0001111	-0.0001340	-0.0001321	-0.0001806	-0.0003127	-0.0003783	-0.0004011	-0.0004556	-0.0004029	-0.0003780	-0.0002459	-0.0003082	-0.0003169	-0.0001843
23.0000000	0.0015110	0.0014888	0.0017445	0.0021670	0.0022984	0.0022370	0.0022272	0.0027201	0.0026845	0.0028849	0.0029344	0.0030091	0.0029993	0.0028491	0.0015901	0.0001344	-0.0003169	-0.0006703	-0.0007509	-0.0007065	-0.0006747	-0.0006749	-0.0004012	0.0000199	0.0003449	0.0005178	0.0005440	0.0001743	-0.0002198	-0.0007117	-0.0013780	-0.0018966	-0.0023931	-0.0026738	-0.0028539	-0.0028856	-0.0026781	-0.0024411	-0.0022338	-0.0021709	-0.0021021	-0.0018431	-0.0014200	-0.0013802	-0.0011699	-0.0010170	-0.0009052	-0.0007660	-0.0007160	-0.0006377	-0.0004646	-0.0003581	-0.0002387	-0.0002942	-0.0001386	-0.0001029	0.0000031	-0.0000127	0.0000470	0.0000742	0.0001679	0.0001332	0.0002172	0.0000533	0.0000041	0.0000435	-0.0000840	-0.0000236	-0.0000476	0.0000128	-0.0001117	-0.0001910	0.0000368
24.0000000	0.0009512	0.0015358	0.0019139	0.0020978	0.0025099	0.0024226	0.0026831	0.0030923	0.0030367	0.0031653	0.0033971	0.0034356	0.0034261	0.0029947	0.0018127	0.0002138	-0.0002850	-0.0005801	-0.0005885	-0.0005606	-0.0006423	-0.0006365	-0.0003337	0.0000271	0.0004252	0.0005194	0.0005163	0.0002703	-0.0001560	-0.0006598	-0.0012396	-0.0017708	-0.0022159	-0.0024638	-0.0025763	-0.0025966	-0.0023233	-0.0021924	-0.0020355	-0.0018952	-0.0017565	-0.0015488	-0.0011512	-0.0011174	-0.0009166	-0.0007587	-0.0006375	-0.0005119	-0.0004985	-0.0003646	-0.0002434	-0.0001660	0.0000207	-0.0000250	0.0000596	0.0000627	0.0000875	0.0000751	0.0000994	0.0000574	0.0000308	0.0000643	0.0000062	0.0000144	0.0000747	0.0001173	0.0001652	0.0003447	0.0004147	0.0003460	0.0004847	0.0004550	0.0002463
25.0000000	0.0007780	0.0014354	0.0016711	0.0021845	0.0023383	0.0023032	0.0024988	0.0028725	0.0029410	0.0031118	0.0032130	0.0032847	0.0032610	0.0030174	0.0023103	0.0004808	0.0002217	-0.0001960	-0.0004018	-0.0002923	-0.0003377	-0.0003664	-0.0001479	0.0001763	0.0004945	0.0007077	0.0006805	0.0004170	-0.0000121	-0.0004828	-0.0010171	-0.0015080	-0.0020514	-0.0023127	-0.0024391	-0.0024422	-0.0022876	-0.0020275	-0.0019392	-0.0017638	-0.0015914	-0.0014323	-0.0011956	-0.0010353	-0.0008094	-0.0006173	-0.0005054	-0.0004355	-0.0003517	-0.0001968	-0.0000865	-0.0000152	0.0001119	0.0001807	0.0001736	0.0002274	0.0002173	0.0002657	0.0003322	0.0002501	0.0002179	0.0003036	0.0003040	0.0003115	0.0003330	0.0003017	0.0003363	0.0004049	0.0003992	0.0004396	0.0006298	0.0006582	0.0004253
26.0000000	0.0006033	0.0015295	0.0018248	0.0019911	0.0023635	0.0022145	0.0022227	0.0026409	0.0028885	0.0030875	0.0030812	0.0034349	0.0033503	0.0031015	0.0023287	0.0003750	-0.0000732	-0.0004957	-0.0005228	-0.0006441	-0.0005381	-0.0005464	-0.0003013	0.0000113	0.0003192	0.0005065	0.0004288	0.0002206	-0.0001722	-0.0006380	-0.0011257	-0.0017171	-0.0021154	-0.0023880	-0.0023954	-0.0023838	-0.0022643	-0.0019971	-0.0018577	-0.0017135	-0.0015156	-0.0013993	-0.0011327	-0.0009999	-0.0008003	-0.0006307	-0.0004806	-0.0004314	-0.0003405	-0.0002393	-0.0001099	-0.0000549	0.0000752	0.0001669	0.0002076	0.0001322	0.0002173	0.0002438	0.0003024	0.0003388	0.0002333	0.0003400	0.0002156	0.0003149	0.0003178	0.0002311	0.0003606	0.0003077	0.0002606	0.0003394	0.0003802	0.0003757	0.0004140
27.0000000	0.0011686	0.0015347	0.0018424	0.0021820	0.0023251	0.0022098	0.0026527	0.0027610	0.0029207	0.0029848	0.0031197	0.0031618	0.0031627	0.0027015	0.0020577	0.0004373	-0.0001797	-0.0005297	-0.0005397	-0.0005395	-0.0005129	-0.0005787	-0.0002777	0.0000248	0.0004039	0.0005304	0.0004621	0.0002831	-0.0001663	-0.0006901	-0.0011845	-0.0018184	-0.0022063	-0.0024064	-0.0024553	-0.0023566	-0.0022478	-0.0021209	-0.0019592	-0.0018099	-0.0016819	-0.0014574	-0.0012310	-0.0011161	-0.0009679	-0.0008713	-0.0007506	-0.0006257	-0.0005558	-0.0004042	-0.0003752	-0.0002647	-0.0001590	-0.0001082	-0.0001216	-0.0000184	-0.0000882	-0.0000955	0.0000076	-0.0001345	-0.0001601	-0.0001144	-0.0003029	-0.0002817	-0.0004188	-0.0005029	-0.0004135	-0.0004426	-0.0003415	-0.0003693	-0.0003324	-0.0003540	-0.0000715
28.0000000	0.0010757	0.0012484	0.0017853	0.0018591	0.0020881	0.0019776	0.0021837	0.0024035	0.0025692	0.0028184	0.0029976	0.0032639	0.0030426	0.0025560	0.0021148	0.0003534	-0.0003185	-0.0005766	-0.0006961	-0.0007556	-0.0007490	-0.0007344	-0.0004678	-0.0002143	0.0000711	0.0002165	0.0002163	-0.0000720	-0.0004565	-0.0009379	-0.0014644	-0.0020112	-0.0023930	-0.0025554	-0.0026272	-0.0025865	-0.0024106	-0.0022242	-0.0020710	-0.0019034	-0.0018020	-0.0015890	-0.0013391	-0.0012506	-0.0010895	-0.0009949	-0.0008759	-0.0006915	-0.0006024	-0.0005582	-0.0005405	-0.0004468	-0.0003258	-0.0002043	-0.0002500	-0.0001984	-0.0002121	-0.0001974	-0.0001279	-0.0000336	-0.0001323	-0.0000507	-0.0001398	-0.0002107	-0.0002215	-0.0003378	-0.0002796	-0.0003433	-0.0003995	-0.0003807	-0.0004001	-0.0005648	-0.0002626
29.0000000	0.0006226	0.0010786	0.0014140	0.0013722	0.0020201	0.0015540	0.0018854	0.0022530	0.0023489	0.0023740	0.0026154	0.0028252	0.0027272	0.0024717	0.0019614	0.0003018	-0.0002257	-0.0005860	-0.0006984	-0.0005330	-0.0005288	-0.0006412	-0.0003559	-0.0001172	0.0002106	0.0004130	0.0003747	0.0002380	-0.0002214	-0.0006639	-0.0011951	-0.0017464	-0.0021154	-0.0023333	-0.0023841	-0.0022847	-0.0021273	-0.0018886	-0.0017376	-0.0016704	-0.0015524	-0.0013308	-0.0010342	-0.0009182	-0.0007330	-0.0006317	-0.0006067	-0.0004112	-0.0003472	-0.0001762	-0.0002551	-0.0001340	0.0000886	0.0002787	0.0002436	0.0002547	0.0003207	0.0003782	0.0005174	0.0004947	0.0004077	0.0005435	0.0004138	0.0003125	0.0003126	0.0001781	0.0001054	0.0001962	0.0000877	0.0000837	0.0002045	-0.0000248	0.0001239
30.0000000	0.0007627	0.0010604	0.0014428	0.0014495	0.0018959	0.0017653	0.0019014	0.0022974	0.0023617	0.0025106	0.0027422	0.0029847	0.0031098	0.0028887	0.0021201	0.0006777	0.0002474	-0.0002986	-0.0003356	-0.0003384	-0.0003434	-0.0004057	-0.0001257	0.0001602	0.0004147	0.0006920	0.0005376	0.0003433	0.0000326	-0.0004667	-0.0009825	-0.0015309	-0.0020794	-0.0021870	-0.0023382	-0.0021623	-0.0020444	-0.0018411	-0.0017369	-0.0015555	-0.0014724	-0.0012955	-0.0010366	-0.0008444	-0.0006635	-0.0005757	-0.0005273	-0.0003174	-0.0002098	-0.0002797	-0.0000929	-0.0000346	0.0001765	0.0002846	0.0002170	0.0003015	0.0004393	0.0002912	0.0005194	0.0005153	0.0004158	0.0004828	0.0003402	0.0002484	0.0003283	0.0001029	0.0002204	0.0003302	0.0001649	0.0001812	0.0003407	0.0000607	0.0002303
32.0000000	0.0008835	0.0011540	0.0014766	0.0017973	0.0019800	0.0019839	0.0023727	0.0026176	0.0028745	0.0030267	0.0033901	0.0034808	0.0032657	0.0029946	0.0022387	0.0007014	0.0001406	-0.0002291	-0.0003122	-0.0004908	-0.0004636	-0.0003950	-0.0002297	0.0000631	0.0003949	0.0005311	0.0003912	0.0002551	-0.0001889	-0.0007247	-0.0012097	-0.0017716	-0.0022389	-0.0023546	-0.0025493	-0.0023847	-0.0023223	-0.0020256	-0.0019986	-0.0018326	-0.0017101	-0.0015670	-0.0012301	-0.0011729	-0.0010473	-0.0009187	-0.0008528	-0.0006594	-0.0005338	-0.0005119	-0.0004111	-0.0003133	-0.0002366	-0.0001707	-0.0001582	-0.0002198	-0.0001912	-0.0003126	-0.0000728	-0.0001843	-0.0002196	-0.0002776	-0.0003908	-0.0002964	-0.0002650	-0.0003318	-0.0000680	0.0001177	0.0000359	0.0000635	0.0000804	0.0000252	-0.0001578
34.0000000	0.0000327	0.0013714	0.0016212	0.0017897	0.0020097	0.0020078	0.0021979	0.0025120	0.0025475	0.0027561	0.0031181	0.0033290	0.0031127	0.0028883	0.0021799	0.0006758	0.0001604	0.0000232	-0.0000895	-0.0002223	-0.0001470	-0.0001485	-0.0000064	0.0003236	0.0006715	0.0007850	0.0007670	0.0005856	0.0002351	-0.0002728	-0.0007698	-0.0012574	-0.0016478	-0.0017974	-0.0018974	-0.0018676	-0.0016401	-0.0014443	-0.0013025	-0.0012619	-0.0009846	-0.0008621	-0.0006728	-0.0005575	-0.0003729	-0.0002102	-0.0001846	-0.0000226	0.0000662	0.0001938	0.0001729	0.0003569	0.0004557	0.0004913	0.0006306	0.0005291	0.0005842	0.0006340	0.0006699	0.0005788	0.0006940	0.0006539	0.0005674	0.0005860	0.0006480	0.0005784	0.0006064	0.0007545	0.0006281	0.0006030	0.0005019	0.0006456	0.0005616
