Time [ps]	320.2 nm	325.3 nm	330.1 nm	335.2 nm	340.3 nm	345.1 nm	350.2 nm	355.3 nm	360.4 nm	365.3 nm	370.4 nm	375.5 nm	380.4 nm	385.5 nm	390.7 nm	407.6 nm	412.7 nm	417.9 nm	422.8 nm	428.0 nm	433.2 nm	438.4 nm	443.3 nm	448.5 nm	453.7 nm	458.6 nm	463.8 nm	469.0 nm	473.9 nm	479.2 nm	484.4 nm	489.3 nm	494.6 nm	499.8 nm	505.1 nm	510.0 nm	515.3 nm	520.5 nm	525.5 nm	530.8 nm	536.1 nm	541.0 nm	546.3 nm	551.6 nm	556.6 nm	561.9 nm	567.2 nm	572.5 nm	577.5 nm	582.9 nm	588.2 nm	593.2 nm	598.5 nm	603.9 nm	608.9 nm	614.3 nm	619.6 nm	624.7 nm	630.0 nm	635.4 nm	640.7 nm	645.8 nm	651.2 nm	656.6 nm	661.7 nm	667.0 nm	672.4 nm	677.5 nm	682.9 nm	688.3 nm	693.5 nm	698.9 nm	704.3 nm
2.8000000	0.0058068	0.0073991	0.0090340	0.0096560	0.0094154	0.0084474	0.0077499	0.0063280	0.0050886	0.0035490	0.0017753	-0.0002061	-0.0019775	-0.0039820	-0.0060878	-0.0087131	-0.0084351	-0.0068391	-0.0045181	-0.0021202	0.0000977	0.0020071	0.0040538	0.0060738	0.0073958	0.0076143	0.0069420	0.0054572	0.0039481	0.0022239	0.0005053	-0.0013067	-0.0037171	-0.0068474	-0.0097096	-0.0108427	-0.0108879	-0.0103067	-0.0097892	-0.0093342	-0.0088596	-0.0083239	-0.0076451	-0.0071992	-0.0065360	-0.0058968	-0.0053718	-0.0047669	-0.0044906	-0.0039246	-0.0035484	-0.0032751	-0.0028469	-0.0025883	-0.0024175	-0.0021627	-0.0019017	-0.0017502	-0.0016082	-0.0014179	-0.0013288	-0.0011599	-0.0011992	-0.0012137	-0.0010820	-0.0011705	-0.0010784	-0.0009854	-0.0010689	-0.0010281	-0.0010513	-0.0011194	-0.0009674
2.8499999	0.0054692	0.0071887	0.0086395	0.0093932	0.0092165	0.0082367	0.0076329	0.0064391	0.0050925	0.0036077	0.0020032	0.0002113	-0.0016207	-0.0035684	-0.0057521	-0.0086863	-0.0083557	-0.0067694	-0.0046059	-0.0020741	0.0000776	0.0019814	0.0039607	0.0059499	0.0072470	0.0074476	0.0066861	0.0053689	0.0038082	0.0021967	0.0004615	-0.0013704	-0.0037121	-0.0067925	-0.0096271	-0.0107674	-0.0106369	-0.0100847	-0.0095667	-0.0090791	-0.0085877	-0.0080418	-0.0074573	-0.0069710	-0.0063389	-0.0057422	-0.0052691	-0.0047133	-0.0044075	-0.0039508	-0.0035923	-0.0032462	-0.0029101	-0.0026715	-0.0025450	-0.0022921	-0.0021452	-0.0020133	-0.0018546	-0.0017511	-0.0016544	-0.0015624	-0.0015998	-0.0016355	-0.0014898	-0.0015882	-0.0014360	-0.0012477	-0.0013580	-0.0013201	-0.0012525	-0.0012546	-0.0011432
2.9000001	0.0053372	0.0067536	0.0086069	0.0092269	0.0091805	0.0082365	0.0075632	0.0067678	0.0053499	0.0037827	0.0021086	0.0002309	-0.0015318	-0.0035064	-0.0056072	-0.0085327	-0.0081851	-0.0068930	-0.0045344	-0.0022009	0.0000085	0.0018581	0.0039241	0.0059198	0.0071714	0.0074154	0.0066563	0.0052998	0.0036927	0.0020946	0.0004234	-0.0014171	-0.0036939	-0.0066612	-0.0093955	-0.0104792	-0.0103637	-0.0097906	-0.0092799	-0.0087847	-0.0083524	-0.0077937	-0.0072648	-0.0067655	-0.0061850	-0.0056183	-0.0051972	-0.0046924	-0.0043279	-0.0039783	-0.0036236	-0.0032094	-0.0029345	-0.0026998	-0.0025732	-0.0023080	-0.0021948	-0.0020276	-0.0018568	-0.0017467	-0.0016341	-0.0015486	-0.0015448	-0.0015671	-0.0014754	-0.0015229	-0.0014223	-0.0012519	-0.0012722	-0.0012456	-0.0011508	-0.0011979	-0.0011264
2.9500000	0.0053694	0.0067564	0.0086272	0.0092538	0.0089851	0.0081941	0.0073679	0.0064123	0.0051008	0.0036441	0.0020232	0.0003053	-0.0014640	-0.0033677	-0.0056492	-0.0082880	-0.0080022	-0.0066567	-0.0043239	-0.0019301	0.0001208	0.0019345	0.0038894	0.0057548	0.0069179	0.0071295	0.0062862	0.0049465	0.0034273	0.0018192	0.0002693	-0.0014919	-0.0037083	-0.0065225	-0.0091414	-0.0101827	-0.0101047	-0.0095315	-0.0090400	-0.0085726	-0.0081749	-0.0076512	-0.0071389	-0.0066674	-0.0060899	-0.0055337	-0.0050571	-0.0046378	-0.0042495	-0.0038706	-0.0034703	-0.0031032	-0.0027796	-0.0025477	-0.0023506	-0.0021031	-0.0019396	-0.0017213	-0.0016008	-0.0014463	-0.0013636	-0.0012831	-0.0012624	-0.0012969	-0.0013192	-0.0013293	-0.0013312	-0.0012158	-0.0011469	-0.0011479	-0.0010411	-0.0011388	-0.0010932
3.0000000	0.0056597	0.0068433	0.0085445	0.0090175	0.0087490	0.0080700	0.0073001	0.0063830	0.0052038	0.0035974	0.0019725	0.0004696	-0.0012363	-0.0031485	-0.0052775	-0.0079038	-0.0076728	-0.0063081	-0.0041525	-0.0018991	0.0000563	0.0017666	0.0036572	0.0054233	0.0065780	0.0067944	0.0059130	0.0046430	0.0032257	0.0016496	0.0001713	-0.0015080	-0.0036711	-0.0064931	-0.0091041	-0.0101883	-0.0101023	-0.0094966	-0.0089744	-0.0085535	-0.0080906	-0.0076335	-0.0070716	-0.0066371	-0.0060219	-0.0054636	-0.0049019	-0.0045786	-0.0041709	-0.0037619	-0.0033177	-0.0029993	-0.0026330	-0.0024212	-0.0021418	-0.0019280	-0.0017293	-0.0015251	-0.0013661	-0.0012502	-0.0011996	-0.0011075	-0.0010492	-0.0010374	-0.0010545	-0.0010368	-0.0009954	-0.0008764	-0.0008600	-0.0008711	-0.0007602	-0.0008479	-0.0007037
3.0999999	0.0051162	0.0065422	0.0081266	0.0088537	0.0085680	0.0077919	0.0071362	0.0060996	0.0052462	0.0039634	0.0025216	0.0008785	-0.0007804	-0.0025170	-0.0043930	-0.0073998	-0.0072183	-0.0059583	-0.0039764	-0.0018852	0.0000387	0.0016047	0.0034648	0.0053467	0.0064438	0.0067570	0.0060376	0.0047963	0.0032561	0.0017072	0.0001450	-0.0014506	-0.0036000	-0.0064515	-0.0090225	-0.0101441	-0.0100301	-0.0093925	-0.0088527	-0.0084174	-0.0079482	-0.0074913	-0.0069072	-0.0064906	-0.0058235	-0.0053779	-0.0047776	-0.0043470	-0.0038494	-0.0034551	-0.0030544	-0.0028500	-0.0024498	-0.0023424	-0.0018843	-0.0017611	-0.0015370	-0.0014635	-0.0011373	-0.0011464	-0.0011368	-0.0010027	-0.0009619	-0.0008399	-0.0008586	-0.0009165	-0.0008030	-0.0007135	-0.0007571	-0.0008522	-0.0007542	-0.0007840	-0.0006487
3.2000000	0.0046237	0.0060844	0.0077908	0.0083151	0.0082108	0.0076955	0.0071063	0.0063997	0.0053416	0.0040662	0.0025983	0.0009511	-0.0006638	-0.0024480	-0.0044520	-0.0072030	-0.0070742	-0.0059387	-0.0039487	-0.0018581	0.0000513	0.0015557	0.0034646	0.0053512	0.0064772	0.0066303	0.0059217	0.0046445	0.0032233	0.0016901	0.0001751	-0.0014765	-0.0036276	-0.0063812	-0.0088570	-0.0099474	-0.0098117	-0.0092090	-0.0087417	-0.0082225	-0.0078127	-0.0073639	-0.0067875	-0.0062934	-0.0057886	-0.0053129	-0.0046678	-0.0042301	-0.0038923	-0.0035106	-0.0031399	-0.0028528	-0.0025743	-0.0023055	-0.0021364	-0.0018934	-0.0017111	-0.0016124	-0.0014331	-0.0013539	-0.0013223	-0.0012011	-0.0012851	-0.0011866	-0.0012007	-0.0013210	-0.0011785	-0.0011044	-0.0011207	-0.0012257	-0.0011714	-0.0011590	-0.0011789
3.3000000	0.0041116	0.0057664	0.0075896	0.0081079	0.0080119	0.0073660	0.0068598	0.0060340	0.0048064	0.0036722	0.0024336	0.0009771	-0.0005167	-0.0023257	-0.0043197	-0.0070072	-0.0068515	-0.0057495	-0.0039010	-0.0018963	-0.0000672	0.0013895	0.0032300	0.0049031	0.0060545	0.0062133	0.0055880	0.0042840	0.0029616	0.0014374	-0.0000165	-0.0016203	-0.0036653	-0.0063781	-0.0088015	-0.0098547	-0.0097270	-0.0091371	-0.0086363	-0.0081473	-0.0077435	-0.0073003	-0.0066348	-0.0062831	-0.0057184	-0.0051931	-0.0046671	-0.0042992	-0.0038616	-0.0036118	-0.0032403	-0.0029698	-0.0026199	-0.0023168	-0.0022087	-0.0017577	-0.0017562	-0.0016621	-0.0012876	-0.0013029	-0.0011494	-0.0010031	-0.0009936	-0.0010161	-0.0009292	-0.0009257	-0.0008549	-0.0008155	-0.0008752	-0.0009055	-0.0008967	-0.0008477	-0.0008577
3.4000001	0.0041029	0.0055544	0.0074048	0.0078865	0.0077803	0.0071358	0.0066328	0.0059516	0.0049739	0.0038170	0.0024153	0.0009950	-0.0004978	-0.0023729	-0.0041625	-0.0071792	-0.0069417	-0.0057628	-0.0039434	-0.0020199	-0.0003331	0.0011751	0.0028185	0.0046162	0.0057672	0.0059649	0.0053473	0.0041182	0.0027448	0.0013573	-0.0000294	-0.0016204	-0.0036778	-0.0062472	-0.0087075	-0.0096934	-0.0095519	-0.0089819	-0.0083813	-0.0079118	-0.0074237	-0.0070141	-0.0063779	-0.0059327	-0.0054030	-0.0047994	-0.0044331	-0.0039343	-0.0035595	-0.0030996	-0.0028884	-0.0025245	-0.0021907	-0.0019158	-0.0017530	-0.0014623	-0.0013048	-0.0012712	-0.0009520	-0.0008700	-0.0007567	-0.0006123	-0.0006551	-0.0006971	-0.0007125	-0.0006768	-0.0007503	-0.0007096	-0.0006691	-0.0007584	-0.0007531	-0.0007488	-0.0007816
3.5000000	0.0043433	0.0057105	0.0072510	0.0076423	0.0076452	0.0069778	0.0065230	0.0058784	0.0045432	0.0035972	0.0023987	0.0009391	-0.0004996	-0.0021517	-0.0041095	-0.0068911	-0.0067847	-0.0056267	-0.0038531	-0.0018906	-0.0002093	0.0012893	0.0029444	0.0046463	0.0058066	0.0060434	0.0054279	0.0042158	0.0029139	0.0014417	0.0000501	-0.0015262	-0.0035744	-0.0060491	-0.0084819	-0.0093980	-0.0092729	-0.0087112	-0.0081764	-0.0077086	-0.0073014	-0.0068916	-0.0062680	-0.0058531	-0.0053729	-0.0048449	-0.0044397	-0.0040230	-0.0037472	-0.0033607	-0.0030951	-0.0028150	-0.0024829	-0.0022469	-0.0021305	-0.0018642	-0.0016649	-0.0015667	-0.0013896	-0.0012956	-0.0010946	-0.0010006	-0.0009565	-0.0009519	-0.0008938	-0.0008536	-0.0008239	-0.0006890	-0.0006271	-0.0006202	-0.0005905	-0.0005959	-0.0004833
3.5999999	0.0044221	0.0055832	0.0072378	0.0074839	0.0074132	0.0068471	0.0064966	0.0057247	0.0047363	0.0036074	0.0023878	0.0011428	-0.0002852	-0.0019792	-0.0038293	-0.0063404	-0.0063993	-0.0053726	-0.0036548	-0.0016790	-0.0001742	0.0012484	0.0028334	0.0045637	0.0055423	0.0057799	0.0050809	0.0038778	0.0026597	0.0012810	-0.0001430	-0.0016438	-0.0035076	-0.0058878	-0.0081683	-0.0090509	-0.0088838	-0.0082232	-0.0077726	-0.0073022	-0.0068321	-0.0064156	-0.0058391	-0.0053630	-0.0048278	-0.0043511	-0.0039537	-0.0034727	-0.0030086	-0.0026322	-0.0023357	-0.0020006	-0.0017639	-0.0015552	-0.0014119	-0.0012482	-0.0011180	-0.0009503	-0.0007169	-0.0006481	-0.0005261	-0.0004657	-0.0003841	-0.0004139	-0.0004405	-0.0004500	-0.0004105	-0.0003220	-0.0004266	-0.0003862	-0.0003311	-0.0004240	-0.0003132
3.7000000	0.0042259	0.0057408	0.0068187	0.0072683	0.0072789	0.0065938	0.0061781	0.0054447	0.0044920	0.0035882	0.0024734	0.0014542	0.0000393	-0.0015171	-0.0032190	-0.0061057	-0.0060463	-0.0051619	-0.0035709	-0.0016579	-0.0002046	0.0011201	0.0027358	0.0043798	0.0053811	0.0056001	0.0050214	0.0037782	0.0025881	0.0012472	-0.0001093	-0.0016192	-0.0034212	-0.0058293	-0.0080894	-0.0089603	-0.0087793	-0.0082038	-0.0077435	-0.0073568	-0.0068703	-0.0065083	-0.0060111	-0.0055334	-0.0050170	-0.0045822	-0.0042013	-0.0039048	-0.0034400	-0.0031576	-0.0027897	-0.0025435	-0.0022311	-0.0019525	-0.0018332	-0.0015261	-0.0014466	-0.0013299	-0.0009801	-0.0009163	-0.0009763	-0.0007547	-0.0007130	-0.0007227	-0.0007248	-0.0006503	-0.0006513	-0.0005087	-0.0005677	-0.0006478	-0.0006405	-0.0006747	-0.0006059
3.8000000	0.0043813	0.0050597	0.0068465	0.0071281	0.0071455	0.0066772	0.0062711	0.0057145	0.0050884	0.0040624	0.0027207	0.0014064	0.0000484	-0.0014809	-0.0032664	-0.0060860	-0.0060466	-0.0050885	-0.0035551	-0.0018368	-0.0003404	0.0008764	0.0024066	0.0040574	0.0051210	0.0052331	0.0045428	0.0034243	0.0021797	0.0009388	-0.0004428	-0.0019293	-0.0037112	-0.0060508	-0.0082370	-0.0090513	-0.0087691	-0.0081521	-0.0076794	-0.0072290	-0.0067497	-0.0063196	-0.0058093	-0.0054175	-0.0047779	-0.0043138	-0.0040012	-0.0035545	-0.0031014	-0.0028529	-0.0025420	-0.0022354	-0.0018809	-0.0016840	-0.0016364	-0.0012498	-0.0011785	-0.0010708	-0.0007590	-0.0007858	-0.0007636	-0.0006081	-0.0005772	-0.0005582	-0.0005369	-0.0005879	-0.0004863	-0.0003771	-0.0004519	-0.0004915	-0.0005494	-0.0005297	-0.0004744
3.9000001	0.0040983	0.0051953	0.0063847	0.0069108	0.0069131	0.0063988	0.0058764	0.0052252	0.0042603	0.0035125	0.0026414	0.0013059	0.0001046	-0.0012543	-0.0030929	-0.0059914	-0.0059122	-0.0051779	-0.0035281	-0.0018953	-0.0003948	0.0008311	0.0024343	0.0039708	0.0051536	0.0052280	0.0046320	0.0034796	0.0023370	0.0010524	-0.0002706	-0.0017065	-0.0034905	-0.0058660	-0.0080163	-0.0088371	-0.0086099	-0.0080171	-0.0075064	-0.0070843	-0.0066494	-0.0062225	-0.0057026	-0.0053220	-0.0048099	-0.0042803	-0.0038957	-0.0034616	-0.0032037	-0.0028143	-0.0025724	-0.0022597	-0.0020182	-0.0017030	-0.0016191	-0.0012747	-0.0011961	-0.0011247	-0.0009296	-0.0008360	-0.0007692	-0.0007018	-0.0006131	-0.0006635	-0.0006532	-0.0007416	-0.0006202	-0.0005417	-0.0005382	-0.0005806	-0.0006092	-0.0006298	-0.0006168
4.0000000	0.0033868	0.0050788	0.0059999	0.0066061	0.0066113	0.0060841	0.0059175	0.0054723	0.0045776	0.0036520	0.0028910	0.0016598	0.0003663	-0.0009937	-0.0026816	-0.0055629	-0.0057192	-0.0049392	-0.0034008	-0.0018197	-0.0004120	0.0007044	0.0023622	0.0038586	0.0049332	0.0050741	0.0045042	0.0034859	0.0022774	0.0009817	-0.0003409	-0.0017812	-0.0035514	-0.0058693	-0.0079505	-0.0087567	-0.0085729	-0.0080122	-0.0074872	-0.0071047	-0.0065762	-0.0062392	-0.0057708	-0.0053275	-0.0048104	-0.0043420	-0.0039316	-0.0035135	-0.0032140	-0.0029730	-0.0027076	-0.0023752	-0.0019469	-0.0017491	-0.0016990	-0.0013795	-0.0012248	-0.0011090	-0.0010550	-0.0008911	-0.0008498	-0.0007546	-0.0007072	-0.0007426	-0.0007570	-0.0007733	-0.0007515	-0.0006284	-0.0006274	-0.0006902	-0.0007491	-0.0007953	-0.0006277
4.0999999	0.0037166	0.0047113	0.0057386	0.0065183	0.0065242	0.0061072	0.0057291	0.0055063	0.0045365	0.0037502	0.0028147	0.0016838	0.0003466	-0.0009795	-0.0028049	-0.0056921	-0.0057139	-0.0049324	-0.0035456	-0.0018709	-0.0005518	0.0006137	0.0021495	0.0036477	0.0046979	0.0050115	0.0043051	0.0033056	0.0020434	0.0008139	-0.0005444	-0.0018938	-0.0036169	-0.0057690	-0.0078127	-0.0085915	-0.0083823	-0.0078213	-0.0072729	-0.0068662	-0.0063993	-0.0060052	-0.0054504	-0.0051147	-0.0045790	-0.0040406	-0.0035849	-0.0032444	-0.0028591	-0.0025862	-0.0023967	-0.0020696	-0.0017479	-0.0014762	-0.0013598	-0.0010704	-0.0009250	-0.0008458	-0.0007132	-0.0006198	-0.0005363	-0.0005111	-0.0004405	-0.0004179	-0.0005256	-0.0004862	-0.0004876	-0.0004456	-0.0005705	-0.0005636	-0.0006495	-0.0007646	-0.0004822
4.1999998	0.0036908	0.0047668	0.0060123	0.0066746	0.0065316	0.0061320	0.0057278	0.0053858	0.0045085	0.0036544	0.0026790	0.0016289	0.0002709	-0.0009134	-0.0028811	-0.0054683	-0.0055379	-0.0048434	-0.0034589	-0.0018310	-0.0005479	0.0006981	0.0021351	0.0037242	0.0047378	0.0049208	0.0042883	0.0032576	0.0021071	0.0008670	-0.0004159	-0.0017127	-0.0034029	-0.0055999	-0.0075877	-0.0083288	-0.0081570	-0.0076051	-0.0070360	-0.0066473	-0.0062401	-0.0058478	-0.0053103	-0.0049554	-0.0043712	-0.0039512	-0.0034983	-0.0031903	-0.0029039	-0.0025950	-0.0023346	-0.0020402	-0.0017251	-0.0017267	-0.0014623	-0.0012680	-0.0010939	-0.0010842	-0.0008897	-0.0008119	-0.0007961	-0.0007828	-0.0007591	-0.0007378	-0.0008093	-0.0008651	-0.0007858	-0.0008156	-0.0008847	-0.0009037	-0.0009165	-0.0009928	-0.0009277
4.3000002	0.0035830	0.0048544	0.0058962	0.0066080	0.0064720	0.0061118	0.0057153	0.0051701	0.0044124	0.0036707	0.0026192	0.0016275	0.0005009	-0.0008010	-0.0024681	-0.0051982	-0.0052087	-0.0045012	-0.0031139	-0.0015830	-0.0003202	0.0008010	0.0022429	0.0036777	0.0047732	0.0049117	0.0043392	0.0032444	0.0020728	0.0008081	-0.0003763	-0.0017564	-0.0033967	-0.0055863	-0.0074820	-0.0082478	-0.0080517	-0.0074884	-0.0070005	-0.0065813	-0.0061909	-0.0058119	-0.0052308	-0.0049041	-0.0043954	-0.0039381	-0.0036003	-0.0032378	-0.0029737	-0.0027257	-0.0023021	-0.0021739	-0.0018193	-0.0016943	-0.0015021	-0.0011841	-0.0011820	-0.0010858	-0.0008725	-0.0008867	-0.0008453	-0.0008975	-0.0007490	-0.0008009	-0.0007344	-0.0007325	-0.0005916	-0.0004773	-0.0004519	-0.0004310	-0.0002671	-0.0003467	-0.0002559
4.4000001	0.0032816	0.0043575	0.0058437	0.0064178	0.0064208	0.0059487	0.0054895	0.0050183	0.0043423	0.0037992	0.0028844	0.0019470	0.0009287	-0.0003527	-0.0019321	-0.0047927	-0.0050854	-0.0044167	-0.0031241	-0.0016614	-0.0005427	0.0004396	0.0017814	0.0031373	0.0040571	0.0042565	0.0036609	0.0027281	0.0016208	0.0005206	-0.0006016	-0.0019029	-0.0035386	-0.0055484	-0.0074964	-0.0082519	-0.0079624	-0.0073916	-0.0069467	-0.0065133	-0.0060626	-0.0056817	-0.0050855	-0.0047125	-0.0041808	-0.0037239	-0.0032508	-0.0027859	-0.0025215	-0.0022621	-0.0019537	-0.0017094	-0.0013348	-0.0012526	-0.0011256	-0.0007142	-0.0006937	-0.0006485	-0.0003866	-0.0002970	-0.0001381	-0.0000828	0.0000546	-0.0000225	0.0000908	-0.0000011	0.0000115	0.0001257	-0.0000062	0.0000217	0.0001246	0.0000535	0.0001805
4.5000000	0.0033488	0.0047097	0.0059519	0.0061665	0.0063215	0.0058567	0.0055397	0.0052409	0.0044999	0.0038293	0.0029989	0.0020302	0.0008537	-0.0005980	-0.0026220	-0.0050979	-0.0053163	-0.0046047	-0.0031584	-0.0017114	-0.0004427	0.0005917	0.0019804	0.0034903	0.0043879	0.0047343	0.0041982	0.0031273	0.0019645	0.0008120	-0.0004178	-0.0017061	-0.0033966	-0.0054906	-0.0074707	-0.0081704	-0.0078808	-0.0073045	-0.0068589	-0.0064545	-0.0060065	-0.0056364	-0.0050902	-0.0047873	-0.0042760	-0.0038701	-0.0035179	-0.0031430	-0.0028242	-0.0025227	-0.0022444	-0.0020496	-0.0016712	-0.0014299	-0.0015421	-0.0011841	-0.0010729	-0.0009324	-0.0007992	-0.0006596	-0.0005056	-0.0003854	-0.0003661	-0.0004551	-0.0003039	-0.0004469	-0.0002967	-0.0001905	-0.0002787	-0.0003033	-0.0001690	-0.0001704	-0.0000948
4.5999999	0.0031259	0.0044360	0.0055203	0.0060897	0.0062327	0.0057158	0.0055357	0.0051330	0.0043999	0.0036835	0.0026919	0.0019005	0.0010337	-0.0002634	-0.0021924	-0.0045614	-0.0048039	-0.0041542	-0.0028904	-0.0015623	-0.0003711	0.0005283	0.0018117	0.0032647	0.0040402	0.0043310	0.0036983	0.0027131	0.0016687	0.0004885	-0.0006919	-0.0019623	-0.0036047	-0.0055285	-0.0074652	-0.0081327	-0.0078289	-0.0072755	-0.0068069	-0.0063807	-0.0059605	-0.0056132	-0.0051024	-0.0047089	-0.0043139	-0.0038286	-0.0033788	-0.0029734	-0.0028286	-0.0024809	-0.0021934	-0.0019069	-0.0016438	-0.0014559	-0.0013730	-0.0011412	-0.0010495	-0.0008669	-0.0008113	-0.0006059	-0.0006015	-0.0005426	-0.0004379	-0.0005508	-0.0004826	-0.0006081	-0.0005665	-0.0004223	-0.0006229	-0.0006398	-0.0005107	-0.0005273	-0.0004930
4.6999998	0.0032845	0.0038998	0.0056549	0.0060653	0.0060864	0.0055571	0.0054151	0.0049377	0.0044562	0.0037820	0.0028367	0.0019860	0.0010619	-0.0002810	-0.0019178	-0.0046145	-0.0048177	-0.0042774	-0.0029861	-0.0016694	-0.0005766	0.0004213	0.0016274	0.0029827	0.0039596	0.0041047	0.0036146	0.0025525	0.0015071	0.0004262	-0.0007796	-0.0020156	-0.0035745	-0.0054988	-0.0074085	-0.0080498	-0.0077754	-0.0072356	-0.0067911	-0.0063961	-0.0059562	-0.0056698	-0.0050891	-0.0046979	-0.0043395	-0.0038815	-0.0034609	-0.0032041	-0.0029292	-0.0026313	-0.0022384	-0.0020292	-0.0017255	-0.0016074	-0.0015286	-0.0012377	-0.0011192	-0.0009841	-0.0009917	-0.0008314	-0.0008141	-0.0008313	-0.0007779	-0.0009499	-0.0010277	-0.0011300	-0.0011673	-0.0009442	-0.0010171	-0.0008926	-0.0008636	-0.0008989	-0.0006193
4.8000002	0.0027577	0.0042809	0.0055438	0.0058728	0.0059709	0.0054529	0.0052439	0.0048735	0.0042913	0.0035927	0.0029642	0.0020240	0.0010828	-0.0000928	-0.0018840	-0.0045328	-0.0046509	-0.0040972	-0.0029054	-0.0016836	-0.0006348	0.0003874	0.0015573	0.0030080	0.0039682	0.0041764	0.0036505	0.0026720	0.0016660	0.0004976	-0.0006287	-0.0019111	-0.0034076	-0.0053393	-0.0071352	-0.0076747	-0.0074904	-0.0068513	-0.0064459	-0.0060424	-0.0055970	-0.0052726	-0.0047235	-0.0043877	-0.0038450	-0.0034500	-0.0030982	-0.0027247	-0.0025691	-0.0022329	-0.0018756	-0.0017855	-0.0014432	-0.0014239	-0.0012316	-0.0010172	-0.0008478	-0.0007750	-0.0007898	-0.0005980	-0.0006076	-0.0005013	-0.0005329	-0.0005255	-0.0005155	-0.0006295	-0.0005457	-0.0004136	-0.0004152	-0.0003977	-0.0004406	-0.0005653	-0.0003627
4.9000001	0.0032560	0.0042141	0.0057115	0.0056542	0.0058065	0.0054122	0.0051682	0.0048516	0.0043836	0.0038945	0.0030383	0.0021707	0.0010884	0.0000220	-0.0018968	-0.0043007	-0.0044735	-0.0038550	-0.0027371	-0.0015313	-0.0004921	0.0004580	0.0016299	0.0029958	0.0038129	0.0039907	0.0035177	0.0025037	0.0015138	0.0004381	-0.0006378	-0.0019098	-0.0033378	-0.0051467	-0.0068805	-0.0074279	-0.0072311	-0.0066614	-0.0062361	-0.0058248	-0.0054874	-0.0050423	-0.0046496	-0.0042305	-0.0037723	-0.0034992	-0.0030892	-0.0027866	-0.0024487	-0.0022684	-0.0019853	-0.0018312	-0.0016152	-0.0014023	-0.0013468	-0.0011474	-0.0010497	-0.0009182	-0.0009241	-0.0008513	-0.0007721	-0.0007633	-0.0007752	-0.0008367	-0.0007740	-0.0009095	-0.0007665	-0.0006247	-0.0006148	-0.0006317	-0.0004968	-0.0005452	-0.0007255
5.0000000	0.0032375	0.0042160	0.0052464	0.0056284	0.0055764	0.0053851	0.0051106	0.0047792	0.0041633	0.0036067	0.0027662	0.0021271	0.0011332	0.0001597	-0.0013070	-0.0038255	-0.0041176	-0.0036055	-0.0026158	-0.0014168	-0.0004788	0.0004178	0.0015709	0.0028960	0.0037258	0.0038976	0.0034127	0.0025544	0.0014741	0.0004754	-0.0007610	-0.0019595	-0.0034256	-0.0052880	-0.0070056	-0.0076483	-0.0073644	-0.0068813	-0.0064790	-0.0060872	-0.0057024	-0.0053327	-0.0048293	-0.0045198	-0.0040813	-0.0036599	-0.0033881	-0.0030594	-0.0027756	-0.0026142	-0.0023236	-0.0020465	-0.0018201	-0.0016505	-0.0015452	-0.0014062	-0.0012446	-0.0011448	-0.0010692	-0.0008941	-0.0008909	-0.0008195	-0.0007350	-0.0007288	-0.0006200	-0.0006085	-0.0005295	-0.0003125	-0.0002869	-0.0002962	-0.0002457	-0.0002942	-0.0002828
5.0999999	0.0025585	0.0038900	0.0053643	0.0057022	0.0054827	0.0052318	0.0050345	0.0045337	0.0042292	0.0037655	0.0029337	0.0024162	0.0016022	0.0004602	-0.0010386	-0.0038096	-0.0041518	-0.0038091	-0.0028322	-0.0016813	-0.0007914	-0.0000379	0.0011447	0.0025568	0.0033737	0.0036008	0.0030892	0.0021531	0.0011124	0.0000786	-0.0009559	-0.0021301	-0.0035796	-0.0053804	-0.0070104	-0.0075991	-0.0072745	-0.0067227	-0.0063506	-0.0059287	-0.0054688	-0.0050856	-0.0045765	-0.0042004	-0.0036686	-0.0032753	-0.0029962	-0.0025201	-0.0022423	-0.0018724	-0.0016830	-0.0014406	-0.0012723	-0.0010225	-0.0009703	-0.0006739	-0.0006740	-0.0005323	-0.0003796	-0.0002474	-0.0001080	-0.0000470	-0.0000077	0.0000024	-0.0000034	-0.0000498	-0.0000976	-0.0000345	-0.0000461	-0.0000712	-0.0002552	-0.0003712	-0.0003465
5.1999998	0.0029159	0.0038968	0.0050787	0.0052904	0.0054771	0.0050912	0.0050804	0.0051786	0.0044069	0.0040103	0.0033282	0.0026249	0.0016391	0.0002622	-0.0013752	-0.0040408	-0.0043131	-0.0038537	-0.0028281	-0.0016277	-0.0007392	0.0001700	0.0013179	0.0027891	0.0035704	0.0037662	0.0033229	0.0023939	0.0014315	0.0002693	-0.0007779	-0.0019470	-0.0033830	-0.0052080	-0.0068675	-0.0074366	-0.0071246	-0.0065724	-0.0062001	-0.0058166	-0.0054276	-0.0050808	-0.0046200	-0.0042386	-0.0038577	-0.0033964	-0.0031144	-0.0028317	-0.0025548	-0.0021630	-0.0020693	-0.0018464	-0.0015469	-0.0013836	-0.0014263	-0.0011459	-0.0011251	-0.0010261	-0.0009172	-0.0008648	-0.0007647	-0.0007310	-0.0006369	-0.0006395	-0.0006091	-0.0007209	-0.0006250	-0.0006002	-0.0004144	-0.0004884	-0.0003659	-0.0004030	-0.0005301
